text,metka
оңбаған неме соғыс кімге керек бебіт адамдарға ма неғып айдап салып іріткі салып отырсың миың бар маөстіп ие комментария жаза ма екен елдің басына күн туса халық онсыз да шешеді арандатпай отыр,1
қорқудың қажеті жоқ көздерің ашып оянатын күндерің туды өмірі рф ның қыспағымен келеміз орысты өмірі соғыстан жеңілмегендегеніне сенбеймін булар онтерт республиканың арқасында өмір сүрген әзір орыстардан қорқудың еш қажеті жоқ ол алқаштарды жеңу оңай,1
бізге соғыс ашса мұқым кавказ көтеріледі,1
партизан согыс адисин колдану керек сонда женуге болады,1
қазақ қасқыр орыс әскері отар қой енді өзің ойла қасқыр жңеме әлде отар қой жеңеме,1
орыстарды басын алу керек согыс болса тек алга казак,1
халыка хару беру керек казах женбейт!н халык жок,1
қазақ жеңу керек жеңеді де,1
🇰🇿🇰🇿🇰🇿🇰🇿🇰🇿🇰🇿 айырамыз орыстарды,1
боктарынды жемендер барин бари алланың колында кимнин женетини,1
қазаққа турция жақтасады ағайын турция мықты ел,1
ресеи шетжакта оздерынын кушты каруларын колданаадар ал казак елыне колдана алмайды ойткены сибирь карсы болады ресеи оз елын ын басын курай алмай калады ресеи шашылып калады ол солушын казактармен согыспайды,1
арине келисем орыстар женеди дитиндер олар шала казактар биз онтустик казакстан тумасы осы уакытка дейин орыстарды казакша сойлетип келдик ари тату татти турдык бир биримизди силап журдик бирак ана тилимизде сойлеттик мен рф корыкпаймыз деп жанеде оларды ойсырата женемиз деп ойлаймын  жылы  желтоксанда каза тапкан ага апкелеримиздин кегин аламыз жамандыктын бари сол рессейден келеди жемкорлыктын атасы сол жакта биз батырлардын тукымымыз,1
" ж согыс болмайдыгой казир кай елдын карулы куштерынын жауынгерлеры мыкты болса сол женеды барлык мемлекеттын спецназдары казактарга тан калган мыктылыгымен шыдамдыгымен алда орыстардагы кару быздеде бар согыспай шекараны жапсак сонын озы оларга жетед",1
рессей жене алмайдысебебі тарихта барлық жеңісті тек қазақтар әпергенөздері ешбір соғысты жеңбеген,1
соңғы демім қалғанша қорғаймын иншалла,1
қазақтар нополенды жеңіп орыстарды құтқарып қалған,1
ресеи кз га согыс ашатын болса ресеи оз ишинен быт шыты шыгады ресеиде  миллион мусылман турк халкы турады,1
ресей женбит ешкашан,1
орыс тай аю болғанша қасқыр міңезді қасқыр мын,1
шанс аз бізде,1
бұл шындық жараисын бауырым,1
қазақ халқыма жан беруге дайынмын,1
орыстарды біз айырамыз мен адаймын барлық жүздер қосылып жатса жеңеміз,1
дизлаиқоиғандар қолдарың сынсын сатқындар малдар,1
казактар батырлардын урпагы ресси китай олыксындер,1
қазақтар орыстар дан корықпаиды макал баргой өз асраған текелигим өзиме секгет теген орыстар биздиң жаксылығымызды жақсы паидаланды оган өзимиз уиналимиз оларга бостандык берип уоидық,1
дұрүской біздің аркамыз да женғен сонғы соыста  казақтар кырылған соның аркасында олар аұз ашып отыр ози оимен тук сти алмайды,1
қазақты соғыспен ешкім алалмаиды біздің ата бабамыз құрдыма біз соны бөліп тастаимыз ала қаласа,1
сен тарихты дұрыс білмейді екенсің білмегеніңді дақпырттай берме орыс деген ұлт емес кезбе олар ондай ұлт тіпті де жоқ орыстың өз тілі өз діні өз ділі өз жері ештемесіде жоқ алтын ордамен соғысты бірінші дүние жүзілік соғыста француздарды қайдағы біреулермен қосылып жеңді дегеннен ақ видеоны тоқтаттым блогер ақша деп шатыса бермеңдер шынайы тарихты бұрмаламаңдар,1
қанша ақырған аю болсада қазақ жерін басуға батылы жетпитді бізде осал емес піз ақындардың еліне батырлардың жерінде тұрып берілгенімыз болмаит,1
қасқыр қазақпен оинамасын тіртеп алса аямаиды,1
мен қазақ пын сол үшің елім үшің соғысып өлгенше қазақ алға,1
жана кару covid  ресеидин букил кару туке тургысыз екенине далел емеспе,1
мен  жаста болсамда қолыма қару ұстап атысам,1
бұнын бәрі тарихта қалғанресей қазақты осыдан  жыл бұрын қыратының қырып салып жеңіп бағындырып алғансодан кейін тәуелсіздік алғанымыздан сон барлық мықты қаруымызды тартып алып тағыда жеңіп бағындырып алды полигондарымызды космодромды тартып алып теңгемізді рубльге байлап қойып тағы да жеңіп экономикамызды бағындырдықазекеміздің билігі ресейден қорқады талап еткенін толық орындап келеді сапасы төмен  жылғы танкілер басқа техника қаруымызбен әскеріміздің саңы он есе аз көп деген әскери қолбасшыларымыз өздері жауынгер болып көрмеген жемқор боқ қарындар кіммен соғыспақшымыз мұндай әскерменресей әскері кавказдағы екі соғыста және африка сирияда жауынгерлік тәжірибе жинаған біздің әскер жай оқу жаттығуларды жөн түзу өткізе алмайды жауынгерлерді техникамен бірге суға кетіріпресей әскерлері көп деген дивизиялардан құрылған сонын ішінде десанттық дивизиялары көп бізде бірде бір ешқандай дивизия жоқдесанттық  бригаданың бүреуі ғана парашют не екенің көреді ресейде бір неше әскери теңіз флоты бар ұлкен жауынгерлік кемелері бар біздің әскери теңіз күштерімізде айналдырған  жауынгер оның жартысынан көбі астанада тұрады кемелеріміз балық аулайтын қайықтардан асып тұрған жоқтек үстеріне бір пулеметтен орнатып қойған әуе қорғаныс күштеріміз айтарлықтай ресейдің қолы мен қадағалауында!тік ұшақ пен самолеттеріміз ресейдікі! оларға қарсы біздің пво жұмыс істемейдісондықтан атқа мініп қолға қылыш алып соғысуға өтініш білдіретін сияқтымызосыған олар келіссе женеміз!!!,1
бир бомба тускеннен казактар кашады тилимен жагына суиине бермесин казактар согыска шыкпаиды дуниесин оилап,1
арине казакстан жениледи,1
ал мен өлгенше жерімді қорғауға дайынмын,1
казак оз жеринде бои бермеиди,1
мен согысам елім үшін жерім үшін бала__шагам үшін алланың ризалыгы үшін бәрі бір өлім ол акикат,1
амерринка  икушти болса неге украиинанын жерин аллып бермеиди намлекет лектога  мемлекет муше кушти ие америка согыса аалык бул ршындык лмаидяироссиямен олар козинди аш биеу биреуди р аиндап салушы мемлекетт шаитаан гуры к,1
айырамыз бизге пох,1
қазақтар мықты аллаһ қаласа рухы да көтеріледі сол бұрынғы мықты елге айналады көк аспанда ұшып бәрін бақылауда ұстайды,1
ассаляму алейкум дұрыс айттың мен қазақпын егерде соғысса қазақ жеңеді,1
жакындап келеды осы кун,1
соғыс басталса бірінші біздің  колоннаны қыру керек сол  колоннада дашнактар бар олар қаңша млн қазақ халқының өлтіріп жүрді ашаршылықтыда олар істеді бірақ кәзір бастық болып жүр біздің бишара қазақ олардың жұмысқа кіріп істеп жүр ақшаны олар аз төлейді бірақ біздің қазақ сол теңгеге мәз болып үндемей жүр,1
менім жасым алпыста ресеи болсын қытаи болсын оларды аямаимын елім үшін жерім үшін алланың разы болуы үшін шахид болуға әрқашанда даиынмын,1
шатыпсың,1
елим жерим ушин касык каным калганша согысам,1
банапарттыда женеген казактарэлезаветта  казак ким екенин билсе букил әлемді қол астына ыстар ед деп айткаг,1
мәскеу ол кезде алтын орданыкі болған масқау ханның атына салынған қала алтын орда бқлініп кеткенде ресей империясына берген! содан бері олар москва қашан неге сондай атау болғанын кәзіргі күге дейн білсейді!,1
онын қасында қасқыр қазақ  қазақ  мын жонғарды жеңген! қытайды бір емес бірнешерет жәңген рессей түгел бүткіл европаны бір бұрышқа тығып басқарған! орыстарды французбен немістерден қорғаған біз емеспе орыс империясы жеңе алмаған  мын француз әсекрін  мын қазақтын атты әскері тас талқан қылған! қаншама әскер отырады  ай бойы алалмаған! сол тариқты білмеген қазақтарүа үйат!,1
тюркі одағы ашылмын туркия🇹🇷 орта азия елдеріқазақстан🇰🇿 узбекстан🇺🇿 қырғызстан🇰🇬 түркімен🇹🇲 азербайджан🇦🇿 ғұнғария🇭🇺 венгрия солтүстік кипр🇨🇾! және егемемдік алмаған елдер татарстан башқұртстан чувашия якутия алтай дағыстан құрдыстан тюркүстан елі және тб  млннан астам тюркі халық ресейде өмір сүріп жатр! ресей жердін  жер көлемі тюркілерлін жері! егер біріксек адам санымыз  млннан көп боламыз жер көлемі  млн шаршы км әскер күші және экономика жағынан алғы шепте болатыны сөзсіз! сөзсіз рессей мен иран қарсы боладе неге десеңіз иранның халқынын жартсысы азербайжандар! неге бірікпеске бір тюркі елден тарағанбыз бір тіл бір ұқсас салт дәстүр бір мәдиниет бір дін🐺🔥 бірге намысы жоқ қытаймен сасық шошқа🐷 ресейді жеңеміз!,1
орыс деген улт жок олар кул болган орыс ешкашан ешкимди женип кормеген,1
орыстар қорқақ лас халық қазір таза қанды орыс жоқ еврей молдаван каріс армян тб шатыс боп ойнас тан туған қаруларына сенет келсін мәскеуіне қуып тығамыз шошқаларды,1
коиеи осынын барин каидан билипкоидын белин бесиктен шыкпаи жатып сол заманда омир сурген адамдар билмеитин шыгар сен аитып откан отирик согыстарынды биздер кешеги аитылган ангимнлерди умытып каламыз керемет шыгарсын отпен оинапсындар бети аузы жун жун кокеннин такпагын аитканына караганда ет жемеи шоп жеп омир сурген кытаи деп арасында назарбаев дау колымен урды кытаиды десеи урысултан мен апердим егемендикти енди озим жок кылып кетемин деп журме орыстарга карсы шыгып ол оледи назарбаевскийлар кашады шетелге калык кырылады сомен конец филма болады соныда тусинбеисиндерма калыктын мыиын улау бул неге назарбаевты куртаиык орнына акыл еси дурыс коршилермен тил табыса алатын зинакор емес жемкор емес нормална басшы кояиык калаи караисыздар назарбаев тоиынып орыска карсы согыс ашпакшы шал кет мына блогер емес осекшил катыннан аумаиды екенсин казак дуние жузимен согысып дуниени женген десеи алдар косе,1
аллах қаласа әкесін танытамыз,1
қазақтар соғыста ешқашан қорықпаған,1
қазақстанға доска дос каска кас бізге тискенді оңдырмаимыз көк бөрі лер,1
мен кішкентай болсамда мен соғыс ара едім,1
даканса қазақ лучи,1
қазақстан алғааа,1
қандай суық напалёнды қуып берген қазақтар емес па,1
қазақ ешқашан берілмеген біз ин ша алла біз жеңеміз,1
мен согысам каракоз карындас аналарымды коргауга даиыбын,1
красавчик брат казак ешкымге бодан болмаиды енды орстардыкотын аиырамыз,1
алла мумин мусульмандармен бирге! алла жеринди корга елинди корга деген елимди жеримди коргап жан тапсырсам одан артык арманым жок,1
" согыз тек рассиянын согысы емес ол биздердинде узбек баурларымыздында кыргызстандында кавказдында согысы егерде биз болмаганда рассия  %женилип турган",1
рассия теккана кувлык мен алган алдап алган барлигини кавказдыда казакстандыда узбекистандыда туркменистандыда кыргызыстандыда таза согысып алалмаган ешкашан,1
ресей товар ларын алмау керек,1
тұран әскері бірігп аюдай ақырған ресейді жеңіп шығысымыздағы қарақытайларға күн бермейміз иншалла!!!,1
да конечно қазақ жеңеді,1
басталды соғыз,1
напалеон туралы дурыс айтпадынорыстар казақтардан ұлы жүзден  кіші жүзден  орта жүзден  әскер шығып напалеонды ойрандатып тастаған,1
біз қазақ жауынгер халыкпызегер согысар болса қазақ елінің азаматтары шыбын жаны кеудесінен шыкканша согысарына сенімдімінжаса мангі қазақ елі,1
россия казактарсыз ешкандай согыста жениске жете алмас еди тарихка келетин болсак,1
елім жерім үшін жан құрбан,1
бізлің билік қорқақ орскелсе берлетін шғар,1
құл болғанша өлген аитық,1
керемет быз женемыз корыкпа казак,1
женемызолар жогалып кетедысогысам,1
қазақ үшін қаның берер қазақтар бар шүкір бірақ сен бұл видеонда ештене дәлелдей алмадын кім женеді сонымен  млн халқы бар ресейме әлде әскерінің саны  мыңғада жетпейтін қазақпа өзінің идеологиянды халқы жар салар алдында түпкілікті ойлансан етті бауырым әлі күнге демократиялық дені дұрыс мемлекет құра алмай жатқанда қайдағы орыстармен соғысу!!!,1
орыстардын осындай тарихтарын оз тилдеринде аударып айтып беру керек тусинип журсин ким екендерин,1
алла каласа женемиз,1
дұрыс орысты тоқтататын уақыт келді қазақстанның байлығын сорып отыр сол байлықты бермесек өздеріақ ашыққаннан соғыс ашады сол кезде россия күиреиді,1
женеміз женеміз артқа жол жоқ өлсем өкініш жоқ елім үшін жер үшін бірақ женеміз күмән болмасын бауырым ресейді екі ораймыз,1
ассалаумағаликумдер ол тарих ал қазір шынымен күшті әлем мойындайды! украинаның  әскерін  секундта жоқ қылып жібердідәл осы уақытта соғыс қажет емес петропавл мен павлодардан айрылып қалмай атын қазақшаға өзгерту керек! алла тағала несіп етсе таразысы тең түсетін кезіміз де келер! казірше безполезно,1
соғсам қазақ намысвмды беомим,1
қазақ жеңеді,1
орыстар бізге қарыз мәңгі соғыс ашамыз орыстар дым жоқ,1
неге казактарды айтпайсын,1
дұрыс қазақстан жеңеді,1
қазақ ешкімнен жеңілмейді біздің намысымызға тиіуге болмайды ана борраттың өзі қазақты жамандап алып тығылып жүр ғой себебі ол қазақтан қорқады! қазақ ешкімнен ешқашан жеңілген емес,1
ресей мал,1
дұрыс дәл менің ойымды аитың бізсіз гитлердің соғысында ұтылатын еді,1
тек түркияның күшіменен,1
ұлы тұран елі жасасын!,1
қазір мал де мал болып жүр,1
маладес казак тугандар куч жебеседа дух жеткенине,1
баягы туран аскери ашылса типты алемды жаулап алуга болад! брак кудай сактасн согыс болмасын!,1
шешенстанмен согысканын аитпадынго шешендерден оисыраи женильдиго аитканына келисемин рахмет осылаи казак жигиттерин духын котерип коишы баурым,1
до конца барам гои казахстан ушын,1
қазақтарға соғыс ашса орыстар онда соғыс өте ұзаққа созылады бұл соғыста ешкім женбейді халық көп қырылады екі жақтада және босқа елдер араласып кетеді сонда жағдай өте нашар болады,1
бизде олуге дайынбыз казак олиспеи берилмейт,1
ресеймен тенесе алмайсын дуниедегi ен аскери кушти ел ол баягы заманнын ангимесине сенбе видеоны койган душпан адам бир биримизге карсы койайн деген,1
қазіргі қазақ атпен шабалат дисін ба,1
соғысқа бармасада өлетін едіғой,1
қазақтық рухыңнан айналайын бауырым əр қазақтың ұлттық намыс жүрегі кем дегенде сенікіндей болуын алладан тілеймін,1
кирип жатыргой кытайлар турктер азерлер армяндар кыргыздар келип билгенин истеп жургой каласан конкретно фактпен койып берем,1
ешкм согысайн деп жаткан жокбастаса карап турмайсн деп ойлайм,1
рухы күштілер жасайтын тірлік жасайық хабар күтемін! !!,1
жимизго биз оларды,1
казакты казак гана женеди,1
казактар мыкты ресей лох ким келиседи лайк шашп саймыз кайрат секлди батр жигит лаззат туралы мыкты кыз болса орыстар жениледи,1
казак улы отан согысын женген де казыргы согыс туккеде турмайт,1
қазақты ешкім жене алмайды,1
оттапсыңқазақпен орыс соғысса өзбек пен қырғыз көмектеспек түгілі қазаққа қарсы шығадыорыспен соғысқан кене сарыны сатқан сол қырғыз емеспаал орыс болмаса өзбек сені түтіп жеиін деп отырған жоқпаұзын сөздің қысқасы орыстың артын ашпақ болған былшылыңды қои,1
казахтын мыхтылыгы тектилиги жауынгер улт алласы бар шынгысханнын каны бар бойында,1
бари шындык казах ели улы жауынгер ел рухы биик казах ели жасай берсин,1
шшс бастарын алатыр едимше ну жайгана берилмейтн едм,1
мусылман бауырлар женеды каракалпакстан озбекстан казакстан тууысганлар,1
массаган брак орыстардын тарихы нашар екен жаксы шыгыпты рухын биiк болсын казагым,1
казакстан мен россия согысса узбек акш кавказ кыргыз бауырларымыз карап турмайдыойланындар,1
жеңеміз қазақ мықты ресей ді шайнап тастайды қазақ мықты,1
мен согыска шыгар едим себеби барибир киналып олгенше отанынды коргап олген жаксы емеспа,1
жау айтып келмейді деген бар емеспе,1
қазақша білмейтін қазақтарды ұру керек бірінші,1
арине букил мусылмандар женеди,1
қазақтар берілмейді қару бомаса қылышпен айрамыз әрүақ әруақ,1
женилмимиз алга казактар олиспей бериспеу керек аллаху акбар!,1
шаян жеген кытайдан капуста жеген орысын артык,1
керек болса елім үшін соғысамқытай болсын өзбек болсын қырғыз болсын орыс болсын барибир маган кырылам,1
отаным ушин турып берем ким болсада алла атымен ант берем туби келетин бир олим казакстан алга,1
орыстардың созы кок,1
ия орыстардың жеңілістері де біраз бірақ қазіргі рф жері әлемдегі ең үлкен жер демек орыстар сен суреттегендей жеңілістен көз ашқан емес ия  жылдары орыстар түріктерден жеңіліс тапты ал  жылы орыстар қырым хандығын тізе бүктірді егер қр қаруды орыстан сатып алып отыранын ескерсек ендіше қару беріп отырғанды қалай жеңбексін өтірік патриоттылықтың қажеті шамалы видмоға орыстың қанша рет жеңілгенімен және қанша рет женгенің көрсетсең және сол соғыстың қорытындыларың шығарсан сол шынайы көрініс болушы еді,1
мен кылышпен шыксамда согысам,1
орыс шошкаларга комек бермеу керек,1
не істейсиндар орыстар жаксы халык ол аю биз жаралы каскыр кыпщакпыз узбектер түлкі сарт олар бир куні əлсіреген кезде шабуыл жасайды жонгармен согысканда  жыл нож в спину урган талай орыспен согысканда тек əлсіреген кезде келеди негізі кыргызда дурыс емес бізге бірак олар сарттарды жеп кореді аюмен айдахаркаскырмен түлкі алабай кайсысы женеді деп ойлайсындар аюга тиспендер  грам арак беріндер ол ішпесе болмайды,1
мыныу айтып жаткан кытайдан келген казак ау ол жақтан келген қандастарымызға мен қатты сенбеймин,1
біз түркі елдері әсіресе орта азия туркі мемлекеттері бірігүіміз керек! ақш пен еуропа ресейдің түбіне жетеді біраз жылдарда себебі ресейдің билігі путин баскарған таза акымақ! тыраштанган шамасын білмейтін шовинистер ал енді ресей құрыса бізге мықты одақтас керек! кім әрине түркия және орта азия татар башқұр әзірбайжан түркі елдері! одақ болып бірыңғай әскери тұрғыда қауіпсіздік система жүйе қалыптастыру керек болмаса сасық қытай ақш израиль еуропа деген өшкірлер түбімізге жетеді,1
қытай құрып кетсін аллаһ сақтасынқытай халқы ешқашан да жоламасын арамызға,1
кытаи оте лас халык капир шошка етин жеиди алла жазасын берсин ктаидын аминь,1
осылай шындықты айтсаңдар болады ғой қытайдың ісәрекеті саясаты геосаясаты ұнамайды мұсылман бауырларымызға көрсетіп жатқан қорлығы шектен шықты,1
қытай қырылып қалсын жек көрем оларды,1
қытайлардың жағын айыру керек,1
қытайды мен жоқ қылғым келеді барша мұсылмандарды қырған бауырлар маған лайк басындаршы,1
қытайды мен түбімен жоқ қылғым келеді,1
қытайлар адам бейнесіндегі мақұлықтар аллаһ мұсұлман бауырларымызға пана болсын ал қытайларға аллаһ өзі жазасын берер,1
жауыз кытайлар алланың каһары болсын әмииин,1
кытайларды атабабаларымыздын аруагы урсын кытай деген улт жер бетинен жок болып кетсинаумин!,1
кудай сактасын казак элими жер жутсун кытайды,1
бул лағынет кытайдан барин күтуге болады!!!айуан улт кой,1
өле қалсын кəпірлер!елімізді осындай дінсіз сайтандардан алла сақтасын!жер жұтсын оңбағандарды!эмбрион да адам боп есептеледі!обалы кəпірлерді жібермесінелімізден бірі қалмай жоғалып кетсін!,1
адам кейпінде жүрген тажалдаргой шәйтан бәлелергой алла өзің сақтайгөр,1
атаңанәлет қытай қытаймен шаңырағымыз бірікпесін әрі қазанымыз ортақ болмасын астағфирулла аллам өзі сақтасын,1
қытай мен дос болмау керек ертең құдай сақтасын соғысып жатқан уақытта берілмеу керек соңғы қазаққашейн тұру керек піз ағайын оларға тірідей берілгенше майданда қырылғанымыз артық,1
тозак кайда десем кытайда екен гой алла сактасын,1
арам қытайлар аллах жазасын берсін қудай сақтасын,1
зұлым қытай экспансияна жол жоқ бір алла өзің сақтай көр аумин оян қазақтар,1
қытай деген жер бетіндегі ең оңбаған қатыгез жауыз халық болды ғой бәлебатырдың неше түрлісі осы қытайдан шығады қытай деген бүкіл әлемге — адамзатқа да жанжануарға да табиғатқа да қауіп төндіріп тұр,1
қытай жоқ болып кетсін,1
кытайлар уже канды ишип битти шыдам таусылдыкеттим базарга устаган кытайды перем,1
ия оте жаман арамдар топастар жыным келед кытайларга мумкин содан шыгар олардын осындай топас тагамдарынын кесиринен коронавирус жуккан,1
қытайларды бір алла тапсын алла көріп тұрған шығар алла жазаласын оларды алла оларға қағысыңды жаудыршы әмин!!!!,1
кытай мал короновирустан жойылып кетсе го,1
адамдар емес хайуандар алла олардын жазасын берсин бизге жамандыктар жасаган ушин о дуниеде алла оларга кокесин корсетсин,1
қырылып кеткір қытай барлық заттары жасанды өзіміздің отандық заттарды сатып алайық айналайын қазағым абай болыңдар,1
жер бетинен жок болып кетсегой осы кытайлар солардын затарынсвздан озимиз омир супер едик,1
жауыз қытайды мақтаитын арналарға жауыз қытайшылдарға өлім !!!!!! олар қиамет күні жауыз қытайлармен бірге тіріліп алланың әділ сотына тартылатын болады !!!!!!!!! арнаңыз дамыи берсін менен бір ләиік рахымет !!!!!!!!!!,1
алла жазасын берсін қытайлардың,1
ең көп кытайлыктар алматыда былмеймын алматыға барғаны да қыл қвзвхтар кокректеры жарылып бара жатқан бірі бір бірімен казахтар кырылысып одан күніне  қытайды олтырсен араларын таза болар еді болмаса кару алып атыңдар күніне  жарайды үкімет виноват рас но казақ елмыз құдайдан коркамыз деп олтырмесеңдер ертең өздерің ды өлтіреді не болат сонда,1
қытайлар бізде жыпжылы киініп жұмыстарын істеп мәзмейрам атасының үйінде жүргендей жүр үстінен бір бомба тастап жіберсе ғой деп армандаймын арман орындалады,1
скоро қытаиға құл боламыз оянбасақ егер жоғарғылардан қаиран и үміт жоқ оян қазақ,1
қытайлар қазақстан біздің жер деген сөзге халықтың құлағын үйретуге істеп жатқан жұмыстар барынша наразылық танытып елімізден жерімізден айрылмауымыз керек! тарихымызды білеміз кім қайдан шыққанын,1
қытай жоласаң казақстанға мен сенің жаныңды шығарам тіп тапырымен жоқ қылам жолама қытай казаққа,1
кытайга атомный бомба тастау керек,1
сур жылан кытай алем сендерды жеп кореды паразитер,1
билдирмей кытайга атом бомбасын киргизип жарып жиберсе сауап болар еди шынжан жерин не оларга не бизге де жок кылуы керек,1
атом бомбасын жасау керек дереу сонда ғана иран мемлекеті сияқты келсең кел деп отырамыз баска мемлекеттер бонбан болса саудаласпайды деген бос сөзөйткені менделеевтің таблицасындағы элементтің бəрі бизде жатыр URL,1
молодцы китайцы!!! слабые должны быть уничтожены!!!,1
кане қытайлар ваще жоқ болып кетсе жақсы болатынеды,1
сол жарылыстар теракттар да қытайдың істеп отырған зорлық зомбылығы террор емес иә!,1
кытай аллах ка карсы согыс бастады пергауыннын куйен кешеди аллах акбар!!!!,1
уақыт келер қара қытайға жазаларыңды аларсыңдар әлі,1
қытайға лағынет,1
кытайды жер жутсынмусылман бауырлар сиздерге алла жар болсын  млн болса коп халык екеналла сиздеге тауелсиз мемлекет болуды насип етсинаминь,1
неге уйгырлардын кытайлардан зардап шеккенин зорлык корип олтирилип жатканын корсетпейсиндер,1
шин жяң нан соң қазақстанды көздеп отыр қытайлар біздің үкімет бізді оларға тірідей ұстап береді,1
дүңгендерің таза қытай болды ғой бұларды жоқ қылу керек қайда біздің кнб пагон таққандар қатындар мен алысқанша міне сендерге жұмыс,1
қытайлар жер бетнен жойлып кетсе екен,1
шынгысхан осиет еткен бейбiт омiр каласан согыска дайын бол арине согыстан кудай сактасын мын жыл аспанымыз ашык ынтымагымыз бен бiрлiгiмiз ажырамасын дегенмен де кытай озiнiн саяси устанымынын акыры неге акелiп согатынын жаксы бiледi сондыктан олар кандай жагдай орын алмасын дайын жане дайындалып жатыр бiздер казактар аскери саламызга конiл болiп акшаны миллиардтап болiп жана сонгы улгiдегi кару жарак шыгаруымыз кажет дуниежузiлiк уйымдарга сенiм жок бугiн дос ертен душпан болып шыгуы гажап емес кытайдын залым арамза екенiн осыдан  жыл бурын бiздердiн тiкелей бабаларымыз таска кашап жазып кеткен,1
кытайга алем мусылмандары болып биригип карсы турмаса бир казакпен уйгыр кыргыз ештеме битире алмаймыз,1
мұсылмандарға қысым көрсеткендерге алланың лағынеті болсынəмин!,1
ұлтшылдықтың болуы да тиіс егер олай етпесек бізді өзгелер басынып кетеді бұл өмірдегі шындық әр қауымның ұлтшылдығы орныққан менталитетіне сай жүзеге асады десек қателеспейміз мысалы еуропалық адамдардың ұлтшылдығын ксенофобиялық десек те болады олар өз менталитетіне сай өмір сүргілері келеді ал ол жаққа азиялықтар немесе басқалар барса олардың өмір дағдыларына шыдай алмай тілдейді ал еуропалықтар егер өзге ұлттар қаптап кеткен жағдайда өздерінің өмір дағдылары артта қалып өзгелердің мәдениеті нанымсенімдері орнығып кетсе құрып кететіндерін жақсы біледі,1
біз қазақтар жақсы өмір сүруі үшін орыс халқынан құтылу керек!,1
мыныу айтып жаткан кытайдан келген казак ау ол жақтан келген қандастарымызға мен қатты сенбеймин,1
қазақтар ояныңдар жау бұлар аямаңдар іштегі тыңшылар бұлар!,1
қытай қазақтың жауы! оянн қазақ болмайтын нәрсе көруден бас тарт! қытайға қарсы ақпараттық соғыс жүргізу қажет,1
кытайлармен согысу керек касык кан калганша булай мал болып жургенше согысып бар болу керек немесе жок болу керек намысты бермен согыс болса кашпайм озим шыгам,1
турция мен кару жаракты кушейту керек,1
ол шошқалар оттай береді ресей жакпен карам катынасты тоқтату керек туркиямен карым қатнас орнату керек,1
бұл сасық орысты өттатпай күлі түркі баласы бірігіп америка сияқты мықты елмен достықты күшейту керек,1
қазақстандағы орыстарды қуу керек,1
орыс тілі жойылса ғой еліміз де,0
алла тағала елімізге тыныштық пен жарқын болашақ берсінші,0
арыс пен аркашан биргемин казакпын,0
төрт есе емес олардың бір айлығын біз бір жылда ала алмаймыз!,0
молодец казактын сендей жигиттери коп болсын!!,0
онда сол көтерлстен сон не болған кім білді сол жігіттер жұмыс жасап жатырма кім сұрап жатыр бізде тек сол кезде не болт сол қызық ар жағы манызды емес сиякты,0
бауырым сен жаналык баскарсай кушти айтасын прям,0
мен дэ көрдім  дэ көргендер лайк,0
салеметсызбе дурыс аитуын горнечныи аиелдер казак аиелдеры сонда мандаи терымен отруга муршасы жох отргзбаиды урсып асресе сиоси кампаниясында шамалы акша ушн денсаулыктарн куртп  мын тенгеге жетеме екен аи аи кор болган аиелдераи казак аиелдеры  дурыс аитуын ыным,0
жарайсыз! сіз сияқты қазақ жігіттері көп болсын,0
